image,sender_id,label,kids
a848af08-9844-41f3-b582-2897afc331d3,291,Buttondown_Shirt,False
c48bde60-ed5a-4415-9c41-6d0d79a55874,41,Shoes,False
84c1de9c-a87d-4c0f-bb3b-137e6b8309a6,267,Body,True
36ad54ae-3450-4264-9655-4de51e6a1a32,310,Buttondown_Shirt,False
3d12283a-fd39-4f2b-a8f9-da9f1d5bdae5,41,Dress,False
ecc77e48-bd72-4c61-ab9c-75919fb616aa,228,T-Shirt,False
b6882578-b28c-49fd-9d79-1fb619957a12,267,Body,True
e3d30ea5-976b-45a8-a1e4-0fbcc7a045c2,18,Skirt,False
4feeec9c-a8ae-4f00-a37c-217cb8e8d5ef,291,Pants,False
844083b8-2610-413c-9c41-2bd1440b797e,181,T-Shirt,False
ed0bd341-69e8-4a25-a5e7-11d0976543ca,181,Pants,False
dd0c3b93-fce0-4ae0-913f-0a291bf0c590,262,T-Shirt,False
92df7cc3-7e4d-4e22-97dd-61396a68e074,322,T-Shirt,False
beea9d8c-3723-45df-8e85-1bdad1adb324,204,Longsleeve,False
06a5caaa-f9db-45a1-9bc1-e3e1c525a216,291,T-Shirt,False
f127b3f0-9392-4eb6-b293-15b75993f7d7,204,Longsleeve,False
d7dfcea1-9e64-4eb8-9293-e570f48d4c01,5,Hat,False
241836fb-0adb-402a-8417-9825051f8912,204,Pants,False
1911309c-7ff5-456e-a3de-d3dd9de4c7bc,48,Pants,False
77ef94ed-122b-41a0-b5c8-35548b2c1328,181,Dress,False
08973288-3d8b-4c07-9f2d-ce1392da54be,181,Pants,False
50f4d78f-3cf3-4fdc-8cdc-28f2b5ee25bc,41,Pants,False
1630f6f0-54b4-47ea-b065-698c0fa18f8d,148,Longsleeve,True
eae22f2a-bd28-450a-b38f-a94b03e28785,46,T-Shirt,False
99fdccb7-216b-46ce-88fd-15e79bccdeac,319,T-Shirt,False
21845140-b1e3-4344-b836-60e1d4b09311,48,T-Shirt,False
c036e488-fea9-4061-9b6a-cbb982bdf346,181,Pants,False
1f2ba16d-c9a7-4ab9-bbb1-d13114078685,309,T-Shirt,False
3ddf90e9-73ff-4abf-ac1d-b7480f584a77,0,Shoes,False
b5b06bb1-7888-417e-b3c4-0a47569b18a2,260,Buttondown_Shirt,False
83a8cf9d-2453-4450-99a4-c402f0072d5f,280,Pants,False
6675593a-8fd6-428e-87f7-dd6125f88264,204,Pants,False
c1fe04e9-f2b4-4da8-a3cd-e11106c1a4cc,262,Shorts,False
eebe0c6e-611e-4828-880a-fec67d454ff6,50,Dress,False
b70c1c51-ecf2-4da0-897b-b563cb63b09f,319,Longsleeve,False
1a08f33a-2ff4-4fb8-920b-8ff514bcdda8,181,Pants,False
38186e67-f333-4fd1-9817-039ff3d2170c,8,Buttondown_Shirt,False
7056b555-dd38-44ef-b829-061c69d7cadd,172,Undershirt,False
80c77dd2-8dfb-4674-9c83-aa36f86c6794,351,Longsleeve,False
d1aa029a-f783-41d2-8679-102d3832733b,352,Body,True
91ad0f5f-7db0-4a18-88b6-6abdfa1789ce,204,Pants,False
32f7bb4b-cf54-4b56-bf99-77eeb1d68bc5,256,Longsleeve,False
40376883-9234-4459-8e0d-9adaa0fb309b,66,T-Shirt,False
7ed92e7c-ad0c-4e83-b5ac-15d564f7628e,292,T-Shirt,False
1a6a02d1-c814-45cb-b95c-6933e5620b5f,352,Body,True
ed05a965-9943-4c75-9310-c8c1d0d6859e,181,Pants,False
5f2522e2-a074-4f21-8b26-00cfc2457da2,166,Pants,False
fe69a500-595a-4152-856a-5c4e537f8507,174,Dress,False
28a99fdf-2a91-4e4c-889d-6311ba18f4c6,135,Blazer,False
6cb41939-b79a-4fad-b0e1-d760f1b4bc77,123,T-Shirt,False
4a59229a-9898-40e6-9914-a13d9a9cf661,204,T-Shirt,False
c103d1a1-6027-4c08-baea-54807fe5218a,316,T-Shirt,False
235230d6-8a23-4981-bc43-5e62c0570f44,45,Buttondown_Shirt,False
5929b529-0721-4778-a5eb-465e0a808e54,331,T-Shirt,False
c0832183-181f-4e80-857e-038136011b09,204,Longsleeve,False
5bdc1260-a69c-4368-b439-9b96400a5d3c,352,Pants,True
387d935f-a648-4d15-9aca-ae74c1e7b2a5,262,Longsleeve,False
a1733d6b-2e24-43da-b5e2-8f52ee3fc70a,309,Skirt,False
0e2b92c8-c89b-43f9-9364-a5316cb164fc,260,T-Shirt,False
bdef40cb-36e9-4bff-9d67-7f3084c9f62e,262,T-Shirt,False
38ce09b7-58ee-4a55-8dad-7829fa6e50f1,204,Buttondown_Shirt,False
5f0834b9-d1b6-487f-b463-6c74b1db17ba,45,Hoodie,True
79f4f25d-000c-4440-9ac8-2094a90a0fed,181,Pants,False
3434a264-2825-4e92-b731-3f02aa976617,78,Buttondown_Shirt,False
80f0c986-0a06-419c-97a5-c56d6bd3d840,309,T-Shirt,False
85dd32b5-b370-4547-9677-4e3c1e2ac477,37,Hoodie,False
9ab72282-d7aa-43b0-a3ff-9cc168e51480,14,Longsleeve,False
9f56792c-3efb-4763-a900-d5ce8e00dc51,322,T-Shirt,False
d5b1aadc-1210-4e96-a14c-8e6a4d88f810,279,Shorts,False
8d2f9cec-6298-47c3-9f2d-1b3cf1811f8c,352,Body,True
eb1677ad-53da-4b3f-bced-e5c01a7e64bf,150,Shoes,False
f60f4649-b463-4585-aeb2-e0d192b968ca,293,Pants,False
001068a8-86c3-4029-a9d9-1e27015e7e64,48,Polo,False
883867af-4604-4dda-bf62-376c8bafb92f,309,Dress,False
f18043dd-b667-41c4-ba80-38299c49c399,181,Hat,False
ad22e3b0-26a2-49cd-b46f-ea9a63c5df60,260,T-Shirt,False
e5bff47c-bc9d-4ee8-a76f-9b315188eddd,48,Polo,False
0c423d7d-d7a3-4a27-a9ce-01133543f246,204,Longsleeve,False
7c28df10-5bfc-4deb-b57f-6c292f07b98b,181,Hat,False
20679064-7d30-434b-bd91-a6614f7ceb09,198,Shorts,False
2df8bf1f-6d89-4acd-b6f6-9daec6b61b95,357,Polo,False
2d77ba82-6ebd-4cb0-8e3b-338414051968,96,Shoes,False
c6fd5889-2696-4072-b983-e5c58b6f32e0,204,Pants,False
99df5351-ca44-4291-9fc6-844993b24280,262,Shoes,False
711e0925-dba8-410c-9fac-80dc3c31908b,227,Shoes,False
8e8547e9-0c95-4c22-a5de-4a2b096ca6c0,54,T-Shirt,False
da79fd80-2420-4932-9855-a163446509ab,267,Body,True
8000d04b-c476-4b1a-bd83-243788267abb,322,Pants,False
ca3e50ad-41b8-4c4e-978a-48218a190468,322,T-Shirt,False
d8283d6d-3b5b-499c-94ef-4a84407a9d3c,181,Hat,False
8b8563c5-9eb1-4c44-9d52-acd22a8fe25d,168,Pants,False
69d17114-7365-41d1-a1f8-951a53a0683d,32,T-Shirt,False
a8c5bdc9-1e18-4a83-b54d-57d7e519fbf9,163,T-Shirt,False
58d7105d-ec37-4cda-8bf8-7dd2c7b1bf6e,153,Skirt,False
cd8a1b2c-a456-4b9a-895d-c581ce028a2b,8,T-Shirt,False
a6817831-08d8-49db-b43b-21fdcbac1344,150,Hoodie,False
27895f13-d204-4cd0-9c05-816692747854,126,Hoodie,True
ee64e502-6a14-44e0-abc9-1692299b00f6,310,Shorts,False
4dc09b5c-9009-4e75-8432-150b0fab4aac,141,Shoes,False
b47b67f8-8bb7-451c-a633-046989d81516,291,T-Shirt,False
a9d21da6-dea5-476c-a79b-bfd51f714bee,186,T-Shirt,False
de26d730-fa64-4858-9809-d28fe390a2f6,41,T-Shirt,False
fc5051e5-59aa-44e8-88dc-151981e61dcc,267,Dress,True
36821d07-63fd-4e3d-97b0-d50bcda3d617,228,Pants,False
cc6f256b-3d70-4a77-92f1-fe290cc57920,204,Shoes,True
7d0a2ea3-e1ef-40d7-9d37-542778df3340,201,Shoes,False
bf48fa4a-8427-47e3-a802-08f758b71e70,260,Dress,False
c202f877-27da-4f89-ac70-2aac4831d690,267,Pants,False
269b0112-55b0-4c95-8f9d-45c32911f202,291,T-Shirt,False
05335484-2b62-4a91-aa34-373f8f75c6d5,15,Buttondown_Shirt,False
000d31f6-44b5-4758-8d86-c4fcfb234392,48,Hoodie,False
d827bf33-e405-4a04-a401-a2fef1bd75f1,181,Longsleeve,False
76649754-ab0b-44ef-a9b6-8f42f7e91047,168,Shoes,False
74c9c463-9a08-4477-95af-0f323c7c2ae9,95,Shorts,False
0952d8a9-daa0-4527-b622-f5cc2fb45d91,280,T-Shirt,False
30a55a1b-8e00-4df0-afcc-7ea3992db85d,181,Hat,False
c5e0d38b-cfb8-4230-be76-75556947f563,181,Pants,False
99d655ef-8553-4c38-ac96-8e9e1abc05aa,181,Longsleeve,False
51123cc6-efbb-424b-bc84-c2b73217a1a0,48,Buttondown_Shirt,False
1c0db814-f31c-42e6-a00c-0b18a819bef6,182,Polo,False
56a45826-246b-4a6d-9a5e-60772500cbb8,305,Shoes,False
dae8c9d7-d344-499e-9253-57bb2a777fe5,204,Shoes,False
f84f940b-f9b2-4004-b55a-0aadfaa08e38,322,Longsleeve,False
10fe0db9-3a39-4281-871f-1ee7f2bdda6b,240,T-Shirt,False
36bde3bf-3a55-4a16-baf9-d34f4f5ae19a,262,Longsleeve,False
4cb4760c-7685-4aa7-9338-6ffbc011f353,245,Shoes,False
f1c78283-2da0-45fc-8f20-4f874519d415,274,Dress,True
13e42594-f930-4cb3-b107-2df98d2feda8,166,Dress,False
b559590e-05d5-4472-9475-1367837ad4db,352,Body,True
70f0e21f-15d8-47bb-ae36-3b6d84d7f90d,8,Longsleeve,False
b3586849-9c97-4f0b-81cf-80664fe91e08,267,Shoes,False
d752ae90-7191-43e5-ac87-e663eb5f8882,50,Buttondown_Shirt,False
bca5d877-14a4-428c-b031-2354ddf9ae7b,33,T-Shirt,False
8d0d37b3-27e2-4935-b1ce-3c698822c414,315,Buttondown_Shirt,False
c7c4406a-1681-4f7e-874a-b6eb77d27044,48,T-Shirt,False
d43e0a20-0b01-49a7-a1d4-cb7422da1ae3,204,Shoes,True
808175a1-9a46-4dbf-971e-d641d2c4818a,54,Undershirt,False
00143901-a14c-4600-960f-7747b4a3a8cd,48,Buttondown_Shirt,False
833cea61-c79a-4481-8082-8c0fe309c194,8,Dress,False
29d70d79-7b4b-402d-a2cd-72962819f515,166,Shorts,False
ce1c9b72-9889-41cd-8ed1-e6eb4305af68,95,T-Shirt,False
ba24665c-47c3-4987-b741-fa4d878c583f,181,Pants,False
47106cae-9eee-4147-bcd1-458f2f00fd3d,370,Pants,False
f80d940c-a26a-4d0e-90da-3c8ef94e3ad1,262,Undershirt,False
4196aee2-03cf-4996-b195-8dc05618bba0,181,Buttondown_Shirt,False
3c16ecab-e2cb-4a30-8365-f7544a790fbd,204,Longsleeve,False
ded0c4cd-d106-4e54-a61f-c08da89d9a8d,48,Longsleeve,False
0c024616-1289-4747-91da-71a4aedd4ced,46,T-Shirt,False
f5bb1e14-cec6-436d-b13d-66a30d91e330,262,Shoes,False
6733e81a-d9a2-4f7c-869e-3420ab467112,204,Pants,False
7260d25c-a1ca-4b3f-a6d5-d9e8b3a69d34,122,Hat,True
600e6a2d-1177-4918-9760-610f2d89dc30,78,Pants,False
b1c52857-da21-447d-9517-53947c47d989,293,T-Shirt,False
8d1cfb8d-6e6c-4dbe-999a-0272d986f901,204,Longsleeve,False
26837828-8487-4ba3-9415-2045a7c11737,310,Dress,False
f804b775-13a3-4913-8006-5a1e61f7a005,227,Shoes,False
4c1acd5c-80bc-4f85-adb4-404f553ca881,111,Dress,False
9ffa4e65-d36c-4b18-a61a-76493bf23c13,322,Longsleeve,False
595f609d-253c-49e5-bd5b-3c45dc61f2a0,236,Pants,False
eacba3b9-6dd3-43bf-8596-4ae5991db26e,50,Shorts,False
e871c8b7-723e-47c3-9714-b6821269ff2a,200,Hat,False
32fb1933-5783-4496-80d9-856482b481a5,181,Pants,False
1fd19366-a938-4eb3-83c9-4bc474f495be,150,Blazer,False
4eb4072c-8da5-4667-9cb2-e670ee65bc07,57,Dress,False
f84f31e8-449e-41e4-aab8-f874ac1ff31f,48,T-Shirt,False
433921ce-9b2d-4bf9-9123-205a79d46dd6,181,Blazer,False
e1cac9ff-3c67-4075-9c91-b6535b9276cd,181,Buttondown_Shirt,False
e88b370b-f3c9-4507-9c3e-3a6552e6716a,48,T-Shirt,False
86d27363-bc32-4e4d-9f4f-7581866e9b8a,310,Pants,False
c968cba6-b6f6-4b59-820c-20535812609e,181,Dress,False
aba9306d-e0dc-4717-915c-345ad637c4db,116,Pants,False
b9e251b4-2d23-4e4a-9150-19c16c6f0565,260,Buttondown_Shirt,False
e896e472-b3fe-4c65-b746-673635fc07fa,14,T-Shirt,False
0589546c-f10e-471c-a34f-1a5feaa8ade6,204,Shoes,True
81134ec7-58c1-4d16-bf25-aac145860e5d,48,T-Shirt,False
def00273-79ed-414b-b7d3-d742001a2d15,48,Skirt,False
e8e02e60-7983-4b57-9095-cf9512bb9b1b,267,Body,True
465ff2a7-d489-45c6-a97e-561ba597da54,48,Dress,False
db41cac1-fba6-4b5d-abb5-e21f310cf84f,252,Body,True
edd62840-19a2-45f2-a5f4-662c6746fd0f,291,Longsleeve,False
9618ffb2-9d35-4455-8d9b-d47efdd1fb06,45,Longsleeve,False
adeda6be-071b-4480-a0f2-022ec31692e1,48,Polo,False
10f589e4-fe32-4db5-a3a2-32337d1d42e9,352,Buttondown_Shirt,False
eadafb3f-4598-48f3-bc88-7cd88cb0b07f,154,Hat,False
33a07241-01ee-4e64-97f6-e0cc65ae4f5c,292,Shoes,False
373bd3e1-bed1-4c9c-9004-a58aa7fc7db3,181,Hoodie,False
2459a9ab-b654-4aef-be7c-89340da78cec,155,Skirt,False
ac433ea3-8c45-4ca3-9a90-32eb4b7438a7,291,T-Shirt,False
07d88b75-85a4-407b-aa73-12294a2ff9a8,204,Shoes,False
f2c1bd2a-2626-4043-ae96-0cc82400d4fe,46,Dress,False
6fdbcc23-9f8d-47a1-8b5a-18a300bcd210,204,Body,True
b070e185-a513-471e-bfa6-e0d4b480a73e,260,Buttondown_Shirt,False
65234c60-a673-4037-8bf4-7a04d7037c34,310,Dress,False
82942b72-fef2-4c9a-bf64-70525f95a654,139,Pants,False
60e1d4a5-1d24-493e-90f4-d41642ab53bb,61,Undershirt,False
330f1f98-0d3d-4c64-bd82-518e6e157d08,66,T-Shirt,False
c4010e8b-429d-4fec-b3bb-39edc24742bc,41,Pants,False
7c231127-1537-4e7f-af6a-9660f74b477b,204,Shoes,False
70f2694b-35b8-4ab9-a743-d04d934a7085,181,Buttondown_Shirt,False
cbca741e-3bae-4ecf-9b5a-aa4d91d5dea1,135,Longsleeve,False
537d133a-b3d8-4851-bfa4-071c5179e7bf,33,Hoodie,False
16dae877-412a-489e-8935-4bd08db2fa23,322,Skirt,False
e718ccc7-c3e7-4105-b19a-76d6d38ad6e0,14,T-Shirt,False
582085ca-c94b-43af-b675-108ceeb97db6,181,Pants,False
4a4cb8eb-0b97-45c3-99cd-b777f94441bc,319,Longsleeve,False
535730d9-abf0-428f-8f2f-b0c10591b657,8,Dress,False
5a2b4bbf-d9fe-45a2-aa0d-295a86804cb6,310,Dress,False
3fa6aae4-c8de-4681-bd3b-1faa60dca0d0,293,Pants,False
f72b6737-47de-4b8f-a1f0-a874d3d591b6,294,Shoes,False
601199d6-dea6-4cef-9178-e341f8b44649,45,Pants,False
0df1efc7-34ba-4e11-b027-21ec8fa5a35e,204,Longsleeve,False
471a5dba-b2d6-40ef-9856-37c83ac15ad2,201,Hat,False
fb90adff-1e63-476c-a8ad-b909a33f0069,65,Longsleeve,False
6c02ba6f-ca72-4b8c-b7c4-a2fb0c14bfb5,204,Pants,False
8f0c3bd9-5784-4268-b5ee-020122a0dcd3,57,Pants,False
2cf630a8-cb6b-48df-9d16-f6d69ed38ffe,312,Undershirt,True
399f799b-df4b-4b99-9a30-f3f914a2e39a,360,T-Shirt,False
30feae84-c7b1-4e72-8b42-0f7736d42cd5,224,Shoes,False
e80e85bf-38da-4cd4-a136-3ebdceac7455,181,Pants,False
babf31fc-abbe-42d2-9e78-794e8052949e,260,Dress,False
c313f8f9-82ab-4b99-a30a-c9c1f9d0c33d,204,Pants,False
9fcc508a-3a8a-4321-8016-0f734fd13700,48,Skirt,False
b4edc39b-350a-4933-ac40-2e65894f5140,211,T-Shirt,False
451b4318-6015-4a82-99b2-4a7e3b467382,240,Shorts,False
60254e3e-1b19-4a58-b8df-cbbbc45c8109,335,T-Shirt,False
64628156-6ab0-4261-8b5d-de2513a01ab8,41,Longsleeve,False
1d91c19f-0cf1-4a4c-bf39-2a0133757a21,50,T-Shirt,False
2199f7e3-4474-4ebc-aeff-4da50d2e49d5,204,Shoes,True
6bad7aae-a2dc-4ac6-806c-247db740393a,37,Longsleeve,False
7462a8de-42f6-44fa-aacd-ba38c4c06ebd,260,T-Shirt,False
15e1f140-7552-4402-9419-a6dd10cba223,48,Dress,False
d6e3ef75-dc58-453a-9fc5-af67aa90454d,260,T-Shirt,False
2f891a3a-b53c-4619-92a0-51236080811c,181,Longsleeve,False
b1d65578-ec57-4493-bd96-c26ad1e43a78,181,Blazer,False
0cab4de0-5818-4680-a00a-35dbc6e95525,45,Polo,False
8c098167-44ea-4d37-86a9-5f5ad67aaddc,181,Pants,False
abc109d6-6bb8-4772-8258-6dd92d9d86c1,262,Dress,False
97b9bf6d-3ef3-476a-9286-aa18a1c3ee0e,260,T-Shirt,False
1042a9df-2411-4f6c-b156-1d0d94e2f6ed,61,Pants,False
b5b1359c-f143-4955-a523-25c240777b9b,204,Shoes,False
582d11e0-76bc-4ea1-ac4e-9b8dd752e4eb,204,Shoes,False
605e00c9-ebee-4dc9-8a42-eb88f631802e,204,Body,True
de9cb15f-6aa5-4674-8b59-32370338dcef,3,Shorts,False
d2e3681b-28a2-4304-970f-0a20d5cedc8c,322,Longsleeve,False
a8a64c6f-acf9-4610-963f-7691d04690a9,204,Shoes,True
c7cd0ac8-cd00-43af-a6fa-de1e177ffd32,322,Longsleeve,False
d55fe704-5e35-4eea-a0a6-fa09f759a978,322,Blazer,False
7227a650-a036-485a-80ea-58aac1c5500f,45,Shorts,False
762852a3-6f71-48c5-9b5b-e4818405fc3f,41,Dress,False
16d851e5-a32c-4322-b58b-d9b77f345cba,46,Skirt,False
3f844e1e-4a00-4b64-8c1d-3b847191bf11,204,Dress,False
ff62e59f-c949-4f8e-8fca-798ab3e174c5,204,Hat,False
34d9705b-faf2-474e-a496-dddcd4f1c2fa,48,Buttondown_Shirt,False
eb56158d-dc68-4d2f-bff1-96ddb8a92b4f,62,T-Shirt,False
0ff8c31c-ec64-41f2-b19e-82a36c0fa56e,291,T-Shirt,False
78c51dc2-9140-445c-b7aa-3a3d0234100c,143,Shoes,False
5370f762-5e63-4742-a156-374437c30f39,310,Polo,False
b43c6b80-8b07-4b95-946a-956673d18310,204,Shoes,False
7b38dcfb-b25d-431b-8be6-4aa88b0a2325,41,Longsleeve,False
411a2823-10f9-47d8-bed1-7c3f715b5de4,204,Skirt,False
be4e12cd-1a81-4ddb-93f3-5f29a24b7eb6,155,Shorts,False
8b4eefe8-756b-4764-b790-4dc148b49eaf,322,Longsleeve,False
76f75142-fc3f-49da-96c3-4e115c81183b,291,Buttondown_Shirt,False
73074cee-871e-4b79-8b25-197bb404e7d3,116,Shorts,False
a1207d92-a535-4073-a23a-0ff84fd433a2,262,Longsleeve,False
0570064d-b6cf-48a5-a703-f217d8a38333,260,Skirt,False
562fcdc1-cda7-40cd-bb7b-9b2c908d0931,204,Shoes,False
8359ddd5-40ae-47e1-b114-f09aa6ab5995,65,Blazer,False
f9712e54-9a7b-4e96-b99a-c43d2832a0e5,96,Shoes,False
dc5c8090-116b-45d4-ba6a-b5acc92049a9,310,T-Shirt,False
d978eb33-ed9f-417d-94be-9a7bb86fc771,369,T-Shirt,False
7b016eb0-ff0d-4d43-8fff-008cb02f050c,204,T-Shirt,False
4e11f75a-3717-426e-964b-76cefe0455d9,175,T-Shirt,False
4cc4e673-fecd-4e4e-a7eb-f2efd39a5291,181,Pants,False
0d9f1bf9-0008-4247-b22b-832ab1c62a70,150,Blazer,False
500e2fca-5203-48e3-908a-76482d517560,48,Polo,True
c418c376-58bc-4937-a306-f438a1af347c,248,Longsleeve,False
76d97e7e-7efa-421a-b17e-7ace667b9d25,37,Blazer,False
574a2370-af89-4c9a-bbb9-9acfd31489f3,297,Skirt,False
823f659c-e2eb-4402-9125-30b63b8af830,190,T-Shirt,False
5144499e-7848-4441-8873-7daab5386eec,46,Skirt,False
0090ca2c-e8c8-43f6-b764-e48e0e954006,135,T-Shirt,False
49f8cd37-e4da-48f2-9937-7f6b4ed0795d,351,Polo,True
e102d2b6-60a1-427c-94d2-8ab6876cce30,48,T-Shirt,False
58e81b94-b56b-4cab-85aa-c5990a81c249,322,Pants,False
e6a1b8e7-421b-4840-aa49-3d325064ca80,204,Shoes,False
cec644db-b07c-4420-8199-f5bdd8ea3f83,218,Skirt,False
f278b55e-38cd-40e0-80bc-fd79748fdeb3,135,T-Shirt,False
bb437c07-06e4-4b16-b3aa-8382dd35de0a,217,Skirt,False
f744c13f-1b8f-44ef-a45c-4b8e65771901,245,Shoes,False
82bc7f17-9e89-4fc5-802b-3b3e54e7d303,181,Longsleeve,False
d1ee3196-3069-4bd9-8a36-507bc2302d14,46,Longsleeve,False
cf2783b8-0561-4475-9c1a-9a8861fa8c64,41,Dress,False
d116fe9a-a72b-49e2-806d-e92f3a67a032,204,Hat,False
a8e7055a-d23a-4c78-a2c4-2859c33d3bb7,61,T-Shirt,False
e70ec236-5794-47a3-af92-7eac764a16ad,260,T-Shirt,False
0528632c-f54d-4511-bf2b-632bd5da2ad9,45,T-Shirt,False
e7a3590f-7886-426b-88b7-67bc0efe0135,295,Undershirt,False
547cba07-80cb-43cf-ae23-c7a126a6b766,211,Shorts,False
8de3baf1-0422-4f6c-beca-6ace1f0b8730,50,Buttondown_Shirt,False
6cbd8a06-b3b2-49ce-893d-13d49d1411be,317,Shorts,False
6e6c0edc-7544-4907-85fe-eaaf15d0327f,181,Longsleeve,False
3a8bad5b-d630-4413-b5cf-badb68cbc2d0,260,Longsleeve,False
82b68a78-d10f-4e21-b869-73d7a4ddd095,48,Dress,False
78028e0e-6caf-4a40-a313-e9244facd689,260,Buttondown_Shirt,False
5c1b7a77-1fa3-4af8-9722-cd38e45d89da,262,Longsleeve,False
e6ff737c-e993-4d82-8077-4c08bb5966e4,322,Hoodie,False
158da473-03c6-4a14-ab32-e6f65c9f56fa,291,T-Shirt,False
1bd8978b-ddaf-463c-81e4-8e158d6f4120,211,Shorts,False
0fe5eeb6-316f-4f60-b604-8a1b25e23433,166,Pants,False
2b473d79-afbd-4027-ab68-4bc3f04d7569,181,Longsleeve,False
395c39f5-dd23-4fb2-9e3a-78726081d909,260,Buttondown_Shirt,False
65059343-23ae-4f9a-8fca-872af5d9ed37,50,Longsleeve,False
0ccc318a-7d69-4d7f-a442-aac1f88bc453,41,Pants,False
8a11c5b5-0c7f-47f3-8103-9f58b64cce96,319,T-Shirt,False
50cf2865-ac06-4116-a30c-3f3b9d7856c1,322,Polo,False
a0207dce-3e5b-4ac1-92b9-59c6a31c516f,204,Shoes,False
0f68a868-80dd-4234-8138-fba6d9ce4c7c,54,T-Shirt,False
4db9a529-f976-4702-8016-51ec367fefc5,204,Longsleeve,False
5c2349f3-defa-4924-adf7-f28b144e39b2,260,Longsleeve,False
0f4d9494-612a-48f8-be05-e47f4fc54d54,204,Longsleeve,False
c77e1d3d-5aad-4df9-8bb6-2359bd1c7714,204,T-Shirt,False
b77cd746-ab20-46cd-9743-cc9588027725,327,Pants,False
ed22b4d2-a0ba-406d-8107-dc98a196cbcc,130,Shorts,False
bdaf259c-a7e1-4c45-a6ea-472ffe4116ad,228,Buttondown_Shirt,False
b40fd43d-6c94-41d2-b107-fe98fa633ea9,100,T-Shirt,False
0fc5edba-525c-4234-935f-af55b39530dc,181,Shorts,False
540febee-92d4-494a-b453-84d670feebe5,127,T-Shirt,False
c80b34be-95f3-4e04-8518-40af58d9f9b1,48,T-Shirt,False
89d00f6f-40c7-4ff5-a84a-11569f86cc72,223,Hoodie,False
d5491f73-f2bc-4683-aecb-05e5af2720e0,48,T-Shirt,False
60b1d8fd-17c6-4b4d-b067-37e0de448e65,310,Buttondown_Shirt,False
d337b973-20fd-4455-9425-b819b0f68c24,29,Dress,False
ddc3da65-2ba7-4012-adf4-0b6e636fad6b,204,Longsleeve,False
5638d62d-50b2-4d40-be07-713ab0313a69,204,Shoes,False
93ca234f-1229-4ee3-a05d-127959b2c0ba,204,Pants,False
103926d8-d84b-4cc4-97c9-2bdb9b82f728,204,Pants,False
4114a9c0-eea0-442c-af14-8df6c586a016,12,Dress,False
d53a8448-2278-4a6d-892a-36f14ed3ae0b,322,Longsleeve,False
dcac755b-81c6-49fe-991c-2337fa3901a0,128,T-Shirt,False
334bc6ef-fc89-4226-90f3-dd63645ec845,301,Dress,False
1f89347d-3fe8-4e0e-853b-67c96c204c9e,260,Buttondown_Shirt,False
9455eea0-e445-4382-ae2e-323acaaee464,240,Pants,False
aaa2ad55-1049-4aad-925d-3ea295bc12ac,204,Longsleeve,False
2174d585-e8cf-43ce-bb61-de1567c74fd5,204,Shoes,False
12fdd808-d883-4428-9df0-c16e91cca103,50,T-Shirt,False
b1ab5c71-a596-487a-bd92-91144c4fb7c6,260,T-Shirt,False
ea1a27dd-f340-4f24-ba49-4ec1ef5d20ee,168,Longsleeve,False
55808c24-c583-4bb5-91a1-6dca3056faf2,165,Skirt,False
f7536e56-4e2a-4fd6-b92b-70a4243bf86f,181,Hat,False
1952d99b-8e70-480f-8423-1df24515096f,260,Buttondown_Shirt,False
937e2c8f-500e-44fa-b2dc-e5e769e7c5a2,178,Dress,False
f0d86fbc-1dd9-48ce-bf97-e73fe9030f23,89,Undershirt,False
12bfe0f0-accc-4539-ab51-53f63534938e,240,Pants,False
ae9cec7a-dd1d-49bc-adae-6446429c03d8,163,Buttondown_Shirt,False
8fbc8ecb-186a-44a9-96e2-941b471c5beb,299,Undershirt,False
e65675dd-f751-40ee-8af6-2407514f1409,218,T-Shirt,False
b280d5e4-89ff-4025-ad7e-beff5f6813e9,159,Longsleeve,False
d405f7e3-be05-4b67-8741-8b3507f2d405,48,Dress,False
2be7652b-3fed-47c7-a0e6-d9fb9fd7d23b,46,Longsleeve,False
a91c9a10-7d56-4689-9911-a2905d759ec4,41,Pants,False
80efad5c-1ca2-4589-a5ac-5bf1547fafde,331,Shorts,True
a9f18738-4a08-4215-8063-c318287ac1bf,322,T-Shirt,False
bde3650f-7173-4470-8c16-a48b273b571a,54,Polo,False
e30d4ce2-f964-4b70-81bf-4b2696ee4181,204,Pants,False
dc5a3af4-733f-4f4c-95e4-7da9b430397d,297,Buttondown_Shirt,False
28f849c5-36f2-4f23-9f0f-7fbdd3e93d61,260,Longsleeve,False
3972b4a1-41b6-4333-8f65-e6a776e94e18,8,T-Shirt,False
6a8c7882-05af-49d4-9db7-cc50782b77f7,279,Shorts,False
049e77f5-2a28-457a-9d27-2edb3da2fd7f,77,Longsleeve,False
539cd346-31ae-4f90-898e-52791ce84da0,167,Shorts,True
50e71e97-c2e7-4350-a5d2-04f57710b53b,160,T-Shirt,False
0b0457d9-32f9-4b34-915d-017e5525d9f6,282,Hoodie,False
facbf570-2a46-43cd-b58b-ea03df3e7919,204,Dress,False
802451d1-e9e5-411f-acf7-5d9fe2f0348e,322,Shoes,False
ed2917b0-98b7-444f-b91e-9cc35d544af2,181,Longsleeve,False
ddfa6840-69d8-4dec-8c91-7a11c57712fe,260,Buttondown_Shirt,False
9d6be83b-84ad-49c2-bedf-aaea5582a844,291,Buttondown_Shirt,False
